candidate,frequency_hz,impedance_magnitude_pa_s_m3,horizontal_6db_half_angle_deg,vertical_6db_half_angle_deg,gmres_iterations,solve_seconds,relative_residual
3,2320.794416806388,972759.5718230767,34.26919875491224,34.27650778547505,75,19.378141958,2.9452496212239005e-10
3,2407.186210392174,972545.7934597967,34.65375299160337,34.6626087780358,75,19.31883925,4.857608469655689e-10
3,2496.7939467365745,966280.9823764374,35.17747468802528,35.18669657984808,75,18.962359667,4.350599470610547e-10
3,2589.737339615606,952354.5199047611,35.52098237222636,35.52761189369561,74,19.272069,7.385969761958779e-10
3,2686.140559162015,937248.4102149252,35.49236173009382,35.49236069411807,78,20.217362208,5.055072682412399e-10
3,2786.1323977535862,928963.7362753539,35.09935463479267,35.0903579526391,82,20.436528166,5.574695027505405e-10
3,2889.8464420766563,926169.6669942347,34.44718706894975,34.430151201608474,85,22.079344625,5.495950464562503e-10
3,2997.421251594704,919248.681356667,33.726981499824284,33.70693436463674,84,21.88584025,3.644307061638642e-10
3,3109.000543660457,904895.6363490764,33.18728303692726,33.1697872383093,84,21.081588708,6.513808441534983e-10
3,3224.73338551881,890316.0134107596,32.924294099626294,32.907301671316375,86,21.816883875,4.3581136332929193e-10
3,3344.7743934570694,882110.6494567192,32.85067373312756,32.82633355295795,85,21.61844175,4.1188018226407363e-10
3,3469.28393936859,878047.4863518396,32.833407560906714,32.79846741852805,92,24.295093125,2.7313249369536176e-10
3,3598.42836500576,871359.7637295515,32.66592054069161,32.63253731597332,96,24.63143975,3.6710989026456903e-10
3,3732.38020420856,861650.117237764,32.23243938199844,32.220277112919035,96,24.35305,7.643174144316562e-10
3,3871.318413405634,853242.3676404738,31.705071105794143,31.710501617549163,123,31.420760042,6.937454880235707e-11
3,4015.4286106957557,848680.7436733658,31.271513727834222,31.258635499436206,138,35.411298625,9.296488223526013e-12
3,4164.903323829131,847445.6593164024,31.10475366871276,31.04531247104451,128,32.382270625,6.029642985870467e-11
3,4319.9422474198445,843313.1540056788,31.434330172445065,31.364185492708987,138,35.168053625,1.4878731941525717e-11
3,4480.752509733024,834539.5363737772,31.852372446642995,31.84394824621322,146,36.984834834,4.598127004050646e-12
3,4647.548949403246,831768.8463019643,31.643620493393904,31.686342164061184,154,39.13243425,5.013136220215182e-12
3,4820.554402453749,834980.1162468847,31.432510759755683,31.468661428992537,162,40.821641708,4.165225346886133e-12
3,5000.0,830415.35326155,31.51424180928456,31.541873613499252,170,43.814789375,4.345565050220751e-12
4,500.0,490199.0855442366,90.0,90.0,26,16.789222583,6.181251359539723e-11
4,518.6125477035284,516264.15556643903,90.0,90.0,26,17.198333208,5.96706741023095e-11
